id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,front_sprite,back_sprite
928,Smoliv,Grass,Normal,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/928.png
929,Dolliv,Grass,Normal,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/929.png
930,Arboliva,Grass,Normal,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/930.png
931,Squawkabilly,Normal,Flying,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/931.png
932,Nacli,Rock,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/932.png
933,Naclstack,Rock,,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/933.png
934,Garganacl,Rock,,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/934.png
935,Charcadet,Fire,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/935.png
936,Armarouge,Fire,Psychic,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/936.png
937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/937.png
938,Tadbulb,Electric,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/938.png
939,Bellibolt,Electric,,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/939.png
940,Wattrel,Electric,Flying,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/940.png
941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/941.png
942,Maschiff,Dark,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/942.png
943,Mabosstiff,Dark,,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/943.png
944,Shroodle,Poison,Normal,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/944.png
945,Grafaiai,Poison,Normal,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/945.png
946,Bramblin,Grass,Ghost,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/946.png
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/947.png
948,Toedscool,Ground,Grass,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/948.png
949,Toedscruel,Ground,Grass,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/949.png
950,Klawf,Rock,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/950.png
951,Capsakid,Grass,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/951.png
952,Scovillain,Grass,Fire,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/952.png
953,Rellor,Bug,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/953.png
954,Rabsca,Bug,Psychic,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/954.png
955,Flittle,Psychic,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/955.png
956,Espathra,Psychic,,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/956.png
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/957.png
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/958.png
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/959.png
960,Wiglett,Water,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/960.png
961,Wugtrio,Water,,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/961.png
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/962.png
963,Finizen,Water,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/963.png
964,Palafin,Water,,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/964.png
965,Varoom,Steel,Poison,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/965.png
966,Revavroom,Steel,Poison,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/966.png
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/967.png
968,Orthworm,Steel,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/968.png
969,Glimmet,Rock,Poison,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/969.png
970,Glimmora,Rock,Poison,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/970.png
971,Greavard,Ghost,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/971.png
972,Houndstone,Ghost,,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/972.png
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/973.png
974,Cetoddle,Ice,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/974.png
975,Cetitan,Ice,,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/975.png
976,Veluza,Water,Psychic,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/976.png
977,Dondozo,Water,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/977.png
978,Tatsugiri,Dragon,Water,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/978.png
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/979.png
980,Clodsire,Poison,Ground,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/980.png
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/981.png
982,Dudunsparce,Normal,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/982.png
983,Kingambit,Dark,Steel,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/983.png
984,Great Tusk,Ground,Fighting,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/984.png
985,Scream Tail,Fairy,Psychic,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/985.png
986,Brute Bonnet,Grass,Dark,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/986.png
987,Flutter Mane,Ghost,Fairy,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/987.png
988,Slither Wing,Bug,Fighting,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/988.png
989,Sandy Shocks,Electric,Ground,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/989.png
990,Iron Treads,Ground,Steel,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/990.png
991,Iron Bundle,Ice,Water,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/991.png
992,Iron Hands,Fighting,Electric,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/992.png
993,Iron Jugulis,Dark,Flying,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/993.png
994,Iron Moth,Fire,Poison,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/994.png
995,Iron Thorns,Rock,Electric,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/995.png
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/996.png
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/997.png
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/998.png
999,Gimmighoul,Ghost,,45,30,70,75,70,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/999.png
1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1000.png
1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1001.png
1002,Chien-Pao,Dark,Ice,80,120,80,90,65,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1002.png
1003,Ting-Lu,Dark,Ground,155,110,125,55,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1003.png
1004,Chi-Yu,Dark,Fire,55,80,80,135,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1004.png
1005,Roaring Moon,Dragon,Dark,105,139,71,55,101,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1005.png
1006,Iron Valiant,Fairy,Fighting,74,130,90,120,60,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1006.png
1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1007.png
1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1008.png
1009,Walking Wake,Water,Dragon,99,83,91,125,83,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1009.png
1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1010.png
1011,Dipplin,Grass,Dragon,80,80,110,95,80,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1011.png
1012,Poltchageist,Grass,Ghost,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1012.png
1013,Sinistcha,Grass,Ghost,71,60,106,121,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1013.png
1014,Okidogi,Poison,Fighting,88,128,115,58,86,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/1014.png
